original_image,corrected_image,label
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_14_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_14_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_16.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_14_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_16_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_15_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_16_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_15_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_16_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_15_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_16_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_16_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_18.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_16_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_18_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_17_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_18_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_17_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_18_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_17_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_18_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_17_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_1_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_17_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_1_11.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_17_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_1_14.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_18_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_1_16.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_18_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_1_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_19_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_1_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_1_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_1_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_1_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_1_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_1_12.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_1_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_1_16.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_20.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_1_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_20_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_20_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_20_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_20_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_20_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_20_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_20_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_20_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_22.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_20_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_22_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_20_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_22_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_21.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_22_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_21_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_22_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_21_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_24.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_21_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_24_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_22_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_24_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_23_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_24_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_23_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_24_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_23_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_26.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_23_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_26_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_23_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_26_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_23_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_26_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_23_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_26_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_24_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_28.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_25_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_28_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_26.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_28_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_26_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_28_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_26_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_28_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_26_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_2_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_26_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_2_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_26_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_2_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_27_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_2_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_27_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_2_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_27_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_2_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_27_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_28_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_30.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_28_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_30_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_29.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_30_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_29_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_30_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_29_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_30_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_29_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_32.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_29_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_32_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_29_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_32_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_2_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_32_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_2_13.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_32_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_2_15.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_34.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_2_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_34_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_2_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_34_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_2_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_34_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_2_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_34_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_36.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_30_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_36_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_30_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_36_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_31_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_36_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_32.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_38.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_32_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_38_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_32_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_38_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_32_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_38_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_32_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_33_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_40.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_33_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_40_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_34_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_40_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_35.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_40_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_35_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_42.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_35_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_42_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_35_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_42_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_36_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_42_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_37_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_44.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_38.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_44_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_38_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_44_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_38_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_46.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_3_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_46_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_3_13.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_46_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_3_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_48.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_3_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_48_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_3_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_48_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_3_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_4_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_40_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_4_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_41.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_4_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_41_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_4_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_41_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_50.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_44.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_50_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_44_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_52.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_44_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_52_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_44_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_54.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_47.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_54_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_47_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_56.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_4_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_56_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_4_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_58.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_50.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_58_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_50_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_5_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_60.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_5_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_60_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_5_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_62.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_5_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_62_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_5_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_64.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_5_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_64_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_6_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_66.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_6_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_6_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_7_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_6_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_8_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_6_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_8_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_6_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_8_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_8_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_8_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_8_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04uncorrected/page_8_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/04corrected/page_8_9.jpg,0
