original_image,corrected_image,label
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_1_22.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_1_21.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_1_23.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_1_22.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_1_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_1_25.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_1_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_1_28.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_1_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_1_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_1_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_1_31.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_1_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_1_36.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_1_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_1_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_1_9.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_1_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_1_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_10.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_11.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_12.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_13.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_14.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_14.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_15.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_16.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_16.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_18.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_17.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_19.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_18.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_20.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_19.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_21.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_23.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_24.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_25.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_26.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_27.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_28.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_2_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_29.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_32.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_10.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_34.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_11.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_35.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_12.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_13.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_14.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_2_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_12.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_3_9.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_14.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_15.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_17.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_10.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_11.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_3_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_4_15.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_4_16.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_4_17.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_4_9.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_4_19.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_4_20.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_5_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_4_21.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_5_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_4_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_5_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_4_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_5_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_4_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_5_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_5_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_6_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_5_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_6_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_6_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_6_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_7_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_6_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_7_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_7_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_8_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_8_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_8_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03uncorrected/page_9.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/03corrected/page_9_1.jpg,0
