original_image,corrected_image,label
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_12_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_12_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_12_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_14.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_12_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_14_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_12_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_14_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_12_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_14_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_12_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_14_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_12_9.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_14_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_14.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_14_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_14_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_15_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_14_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_15_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_14_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_15_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_14_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_17.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_14_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_17_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_14_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_17_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_14_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_17_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_14_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_17_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_16.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_17_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_16_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_1_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_16_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_1_13.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_16_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_1_20.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_16_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_1_23.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_16_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_1_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_16_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_1_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_16_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_1_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_16_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_20.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_18.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_20_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_18_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_20_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_18_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_20_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_18_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_21_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_18_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_21_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_18_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_23.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_18_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_23_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_18_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_23_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_18_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_23_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_10.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_23_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_11.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_26.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_18.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_26_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_26_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_20.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_26_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_21.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_29.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_23.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_29_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_29_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_29_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_11.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_1_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_12.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_14.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_20.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_15.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_20_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_16.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_20_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_18.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_20_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_20_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_22.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_20_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_20_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_20_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_2_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_22.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_32.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_22_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_32_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_22_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_32_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_22_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_32_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_22_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_35.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_22_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_35_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_22_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_35_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_22_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_35_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_24.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_38.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_24_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_38_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_24_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_38_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_24_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_38_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_24_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_3_12.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_24_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_3_14.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_24_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_3_15.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_24_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_3_17.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_26.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_3_18.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_26_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_3_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_26_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_3_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_26_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_41.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_26_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_41_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_26_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_41_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_26_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_41_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_26_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_44.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_28.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_44_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_28_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_44_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_28_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_44_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_28_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_47.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_28_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_47_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_28_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_28_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_50.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_28_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_2_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_2_10.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_13.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_2_11.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_2_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_2_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_2_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_2_8.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_30.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_7.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_30_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_30_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_5_9.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_30_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_8.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_30_4.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_8_1.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_30_5.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_8_10.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_30_6.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_8_13.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_30_7.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_8_2.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_32.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_8_3.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_32_1.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_8_4.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_32_2.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_8_5.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_32_3.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_8_6.jpg,0
/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawuncorrected/page_34.jpg,/Users/jadeja19/Documents/Hiwi iktd/data set/allgemein1-5/01Schraubedrawcorrected/page_8_7.jpg,0
